C1;C2;Num;Libellé;Sens;Affectation;Cycle;NEF;Etat;Rubrique;Catégorie;Sous Catégorie;ETAT / LF;Code Rubrique;
6;61;612;Redevances pour utilisation d'immobilisations concédées;612C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;613;Locations (y compris malis sur emballages);613D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;613;Locations (y compris malis sur emballages);613C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;614;Charges locatives et de copropriété;614D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;614;Charges locatives et de copropriété;614C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;615;Entretien et réparations;615D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;615;Entretien et réparations;615C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;616;Primes d'assurances;616D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;616;Primes d'assurances;616C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;61;617;Études, recherches et divers services extérieurs;617D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030054;Achats déétudes et prestations services (y compris achat de sous-traitance production)
6;61;617;Études, recherches et divers services extérieurs;617C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030054;Achats déétudes et prestations services (y compris achat de sous-traitance production)
6;61;618;Autres charges liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;618D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;61;618;Autres charges liées à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;618C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;61;619;Rabais, remises et ristournes obtenus sur services extérieurs;619D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030033;Rabais, Remises et Ristournes (3R) obtenus/achats autres approvisionnements
6;61;619;Rabais, remises et ristournes obtenus sur services extérieurs;619C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030033;Rabais, Remises et Ristournes (3R) obtenus/achats autres approvisionnements
6;62;621;Personnel extérieur à l'entreprise;621D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;621;Personnel extérieur à l'entreprise;621C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;622;Rémunération d'intermédiaires et honoraires;622D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;622;Rémunération d'intermédiaires et honoraires;622C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;623;Publicité, publications, relations publiques;623D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;623;Publicité, publications, relations publiques;623C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;624;Transports de biens et transports collectifs du personnel;624D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;624;Transports de biens et transports collectifs du personnel;624C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;625;Déplacements, missions et réceptions;625D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;625;Déplacements, missions et réceptions;625C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;626;Frais postaux et frais de télécommunications;626D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;626;Frais postaux et frais de télécommunications;626C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;627;Services bancaires et assimilés;627D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;627;Services bancaires et assimilés;627C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;62;628;Autres services extérieurs liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;628D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;62;628;Autres services extérieurs liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;628C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;62;629;Rabais, remises et ristournes obtenus sur autres services extérieurs;629D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;62;629;Rabais, remises et ristournes obtenus sur autres services extérieurs;629C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;631;Redevances pour concessions de marques, brevets, licences, procédés, droits et valeurs similaires;631D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;63;631;Redevances pour concessions de marques, brevets, licences, procédés, droits et valeurs similaires;631C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030057;Services extérieurs
6;63;633;Jetons de présence;633D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;633;Jetons de présence;633C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;634;Pertes sur créances irrécouvrables;634D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;634;Pertes sur créances irrécouvrables;634C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;635;Quotes-parts de résultat sur opérations faites en commun;635D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;635;Quotes-parts de résultat sur opérations faites en commun;635C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;636;Charges nettes sur cessions d'immobilisations et autres pertes sur éléments non récurrents ou exceptionnels;636D;R.2.1.4.;R;R.13;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.4. Autres pertes ordinaires;F6003;F60030073;Charges Nettes/cession immobilisations
6;63;636;Charges nettes sur cessions d'immobilisations et autres pertes sur éléments non récurrents ou exceptionnels;636C;R.2.1.4.;R;R.13;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.4. Autres pertes ordinaires;F6003;F60030073;Charges Nettes/cession immobilisations
6;63;637;Réduction de valeur;637D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030075;Réduction de valeur
6;63;637;Réduction de valeur;637C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030075;Réduction de valeur
6;63;638;Charges divers ordinaires liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;638D;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;63;638;Charges divers ordinaires liés à une modification comptable à prendre en compte dans le résultat de l'exercice ou à une activité abandonnée;638C;R.1.2.6.;N;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030059;Charges diverses ordinaires
6;64;640;Salaires et compléments de salaires;640D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030037;Salaires et compléments de salaires
6;64;640;Salaires et compléments de salaires;640C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030037;Salaires et compléments de salaires
6;64;642;Appointements et compléments d'appointements;642D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030038;Appointements et compléments d'appoint.
6;64;642;Appointements et compléments d'appointements;642C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030038;Appointements et compléments d'appoint.
6;64;643;Indemnités représentatives de frais;643D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030039;Indemnités représentatives de frais
6;64;643;Indemnités représentatives de frais;643C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030039;Indemnités représentatives de frais
6;64;644;Commissions au personnel;644D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030040;Commissions au personnel
6;64;644;Commissions au personnel;644C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030040;Commissions au personnel
6;64;645;Rémunérations des administrateurs, gérants et associés;645D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030041;Rémun.des administrateurs, gérants et associés
6;64;645;Rémunérations des administrateurs, gérants et associés;645C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030041;Rémun.des administrateurs, gérants et associés
6;64;646;Charges connexes aux salaires, appointements, commissions et rémunérations;646D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030042;Ch.connexes sal., appoint., comm. et rémun.
6;64;646;Charges connexes aux salaires, appointements, commissions et rémunérations;646C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030042;Ch.connexes sal., appoint., comm. et rémun.
6;64;647;Charges sociales légales;647D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030043;Charges sociales légales
6;64;647;Charges sociales légales;647C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030043;Charges sociales légales
6;64;648;Charges de personnel liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;648D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030045;Autres charges de PL et autres charges sociales
6;64;648;Charges de personnel liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;648C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030045;Autres charges de PL et autres charges sociales
6;64;649;Autres charges de personnelles et autres charges sociales;649D;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030045;Autres charges de PL et autres charges sociales
6;64;649;Autres charges de personnelles et autres charges sociales;649C;R.1.2.4.;H;R.07;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.4. Charges de personnel;F6003;F60030045;Autres charges de PL et autres charges sociales
6;65;651;Charges d'intérêts;651D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;651;Charges d'intérêts;651C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;652;PENALITES FISCALES;652D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030060;Impéts, taxes et versements assimilés
6;65;653;Pertes sur créances liées à des participations;653D;R.2.1.2.;S;R.11;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.2. Produits des placements;F6003;F60030063;Charges financiéres
6;65;653;Pertes sur créances liées à des participations;653C;R.2.1.2.;S;R.11;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.2. Produits des placements;F6003;F60030063;Charges financiéres
6;65;654;Escomptes accordés;654D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;654;Escomptes accordés;654C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;655;Pertes de change;655D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;655;Pertes de change;655C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;656;Charges nettes sur cessions de valeurs mobilières;656D;R.2.1.2.;S;R.11;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.2. Produits des placements;F6003;F60030063;Charges financiéres
6;65;656;Charges nettes sur cessions de valeurs mobilières;656C;R.2.1.2.;S;R.11;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.2. Produits des placements;F6003;F60030063;Charges financiéres
6;65;657;Autres charges financières;657D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;657;Autres charges financières;657C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030063;Charges financiéres
6;65;658;Charges financières liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;658D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030059;Charges diverses ordinaires
6;65;658;Charges financières liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;658C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030059;Charges diverses ordinaires
6;66;661;Impôts, taxes et versements assimilés sur rémunérations;661D;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;66;661;Impôts, taxes et versements assimilés sur rémunérations;661C;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;66;665;Autres impôts, taxes et versements assimilés;665D;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;66;665;Autres impôts, taxes et versements assimilés;665C;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;66;668;Impôts et taxes liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;668D;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;66;668;Impôts et taxes liés à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;668C;R.1.2.6.;I;R.09;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.6. Autres charges d'exploitation;F6003;F60030060;Impéts, taxes et versements assimilés
6;67;670;Pertes extraordinaires;670C;R.4.1.1.;R;R.15;Résultat;4. Eléments extraordinaires (Gains/Pertes);4.1. Eléments extraordinaires (Gains/Pertes);4.1.1. Eléments extraordinaires (Gains/Pertes);F6003;F60030083;Pertes extraordinaires
6;67;670;Pertes extraordinaires;670D;R.4.1.1.;R;R.15;Résultat;4. Eléments extraordinaires (Gains/Pertes);4.1. Eléments extraordinaires (Gains/Pertes);4.1.1. Eléments extraordinaires (Gains/Pertes);F6003;F60030083;Pertes extraordinaires
6;68;681;Dotations aux amortissements et aux provisions - charges ordinaires (autres que financières);681D;R.1.2.5.;R;R.08;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.5. Dotations aux amortissements et aux provisions;F6003;F60030047;Dot.amort. et prov.-Ch.ord.(autres que Fin.)
6;68;681;Dotations aux amortissements et aux provisions - charges ordinaires (autres que financières);681C;R.1.2.5.;R;R.08;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.5. Dotations aux amortissements et aux provisions;F6003;F60030047;Dot.amort. et prov.-Ch.ord.(autres que Fin.)
6;68;686;Dotations aux amortissements et aux provisions - charges financières;686D;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030064;Dot.amort. et provisions - charges financiéres
6;68;686;Dotations aux amortissements et aux provisions - charges financières;686C;R.2.1.1.;S;R.10;Résultat;2. Résultat des activités ordinaires;2.1. Résultat des activités ordinaires;2.1.1. Charges financières nettes;F6003;F60030064;Dot.amort. et provisions - charges financiéres
6;69;690;Impôts sur les bénéfices calculés sur le résultat des activités ordinaires;690D;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030078;Impéts/Bénéfices calculés/Résultat/activ./ ord.
6;69;691;Impôts sur les bénéfices calculés sur le résultat des activités ordinaires;691D;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030078;Impéts/Bénéfices calculés/Résultat/activ./ ord.
6;69;691;Impôts sur les bénéfices calculés sur le résultat des activités ordinaires;691C;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030078;Impéts/Bénéfices calculés/Résultat/activ./ ord.
6;69;695;Autres impôts sur les bénéfices (régimes particuliers);695D;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030079;Autres impéts/Bénéfice (régimes particuliers)
6;69;695;Autres impôts sur les bénéfices (régimes particuliers);695C;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030079;Autres impéts/Bénéfice (régimes particuliers)
6;69;697;Impôts sur les bénéfices calculés sur les éléments extraordinaires;697D;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030079;Autres impéts/Bénéfice (régimes particuliers)
6;69;697;Impôts sur les bénéfices calculés sur les éléments extraordinaires;697C;R.3.1.1.;I;R.14;Résultat;3. Impôt sur les bénéfices;3.1. Impôt sur les bénéfices;3.1.1. Impôt sur les bénéfices;F6003;F60030079;Autres impéts/Bénéfice (régimes particuliers)
7;70;701;Ventes de produits finis;701D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030007;Ventes de Produits Finis
7;70;701;Ventes de produits finis;701C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030007;Ventes de Produits Finis
7;70;702;Ventes de produits intermédiaires;702D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030008;Ventes de Produits Intermédiaires
7;70;702;Ventes de produits intermédiaires;702C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030008;Ventes de Produits Intermédiaires
7;70;703;Ventes de produits résiduels;703D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030009;Ventes de Produits Résiduels
7;70;703;Ventes de produits résiduels;703C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030009;Ventes de Produits Résiduels
7;70;704;Travaux;704D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030010;Ventes des Travaux
7;70;704;Travaux;704C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030010;Ventes des Travaux
7;70;705;Études et prestations de services;705D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030011;Ventes des Etudes et Prestations de Services
7;70;705;Études et prestations de services;705C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030011;Ventes des Etudes et Prestations de Services
7;70;706;Produits des activités annexes;706D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030012;Produits des Activités Annexes
7;70;706;Produits des activités annexes;706C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030012;Produits des Activités Annexes
7;70;707;Ventes de marchandises;707D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030004;Ventes de Marchandises
7;70;707;Ventes de marchandises;707C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030004;Ventes de Marchandises
7;70;708;Ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;708D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030016;Produits divers ordin.(sans gains/cession immo.)
7;70;708;Ventes liées à une modification comptable à imputer au résultat de l'exercice ou à une activité abandonnée;708C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030016;Produits divers ordin.(sans gains/cession immo.)
7;70;709;Rabais, remises et ristournes accordés par l'entreprise;709D;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030005;Rabais, Remises et Ristournes (3R) accordés/ventes de Marchandises
7;70;709;Rabais, remises et ristournes accordés par l'entreprise;709C;R.1.1.1.;G;R.01;Résultat;1. Résultat d'exploitation;1.1. Produits d’exploitation;1.1.1. Revenus;F6003;F60030005;Rabais, Remises et Ristournes (3R) accordés/ventes de Marchandises
7;71;713;Variation des stocks (en-cours de production, produits);713D;R.1.2.1.;E;R.04;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.1. Variation des stocks des produits finis et des encours (en+ou-);F6003;F60030022;Variations des en-cours de production biens
7;71;713;Variation des stocks (en-cours de production, produits);713C;R.1.2.1.;E;R.04;Résultat;1. Résultat d'exploitation;1.2. Charges d'exploitation;1.2.1. Variation des stocks des produits finis et des encours (en+ou-);F6003;F60030022;Variations des en-cours de production biens
